Orden categoría,Código,Producto,Categoría principal,Subcategoría,Naturaleza,Revisión manual,Observación,Cantidad,UM,Base imponible,Impuesto,Total,Fila origen
2,,SPECTRA NEXGARD H30 KG.(L),Medicina veterinaria,Antiparasitarios,Producto,No,,1,und,44000.00,0.00,44000.00,298
2,,SPECTRA NEXGARD H60 KG.(XL),Medicina veterinaria,Antiparasitarios,Producto,No,,1,und,45012.00,0.00,45012.00,299
2,,TOTAL FULL CACHORROS X 15 ML.,Medicina veterinaria,Antiparasitarios,Producto,No,,1,15 ml,11150.00,0.00,11150.00,306
2,,TOTAL FULL CG PERROS Y GATOS X 15 ML.,Medicina veterinaria,Antiparasitarios,Producto,No,,1,15 ml,13905.00,0.00,13905.00,307
2,,TOTAL FULL LC GATOS X 2 COMP. PALAT,Medicina veterinaria,Antiparasitarios,Producto,No,,5,1 cja,31347.00,0.00,31347.00,308
2,,TOTAL FULL LC H/10 KG. X 2 COMP. PALAT,Medicina veterinaria,Antiparasitarios,Producto,No,,1,1 cja,5208.00,0.00,5208.00,309
2,,AMLODIPINA CAT X 20 COMP,Medicina veterinaria,Cardiología,Producto,No,,1,,11316.00,0.00,11316.00,12
2,,CARDIAL B 10MG. PALAT X 20 COMP.,Medicina veterinaria,Cardiología,Producto,No,,1,und,39500.00,0.00,39500.00,46
2,9501132017147,CARDIONAFIL KUALCOS 25 MG X 10 CS,Medicina veterinaria,Cardiología,Producto,No,,8,,33975.00,0.00,33975.00,2
2,,CARDIOTENOL KUALCOS 6.25 MG X 20 CS,Medicina veterinaria,Cardiología,Producto,No,,4,caja,28057.50,0.00,28057.50,47
2,,FUROSEMIDA J'ANVIER X 200 comprimidos,Medicina veterinaria,Cardiología,Producto,No,,3,200 cpm,17400.00,0.00,17400.00,135
2,,PIMODEN JµNVIER 10 MG X 100 COMP.,Medicina veterinaria,Cardiología,Producto,No,,1,10 mg,10355.00,0.00,10355.00,251
2,,PIMODEN JµNVIER 2.5 MG X 100 COMP,Medicina veterinaria,Cardiología,Producto,No,,1,und,6000.00,0.00,6000.00,252
2,,APOQUEL 16 MG X 20 COMP,Medicina veterinaria,Dermatología,Producto,No,,1,1 cja,46620.00,0.00,46620.00,17
2,,APOQUEL 5.4 MG X 20 COMP.,Medicina veterinaria,Dermatología,Producto,No,,2,,74100.00,0.00,74100.00,18
2,,CREMA 6A POMO X 15 GR.,Medicina veterinaria,Dermatología,Producto,No,,1,15 gr,15700.00,0.00,15700.00,73
2,,DERM CAPS POMO X 30 GR.,Medicina veterinaria,Dermatología,Producto,No,,1,30 gr,21650.00,0.00,21650.00,76
2,,OCLADERM 5.4 MG X 20 COMP,Medicina veterinaria,Dermatología,Producto,No,,1,21 Comp,30420.00,0.00,30420.00,204
2,,PYO DERM PLUS 1000 MG X 40 COMP. (10BL),Medicina veterinaria,Dermatología,Producto,No,,3,40 comp,19050.00,0.00,19050.00,273
2,,PYO DERM PLUS 125 MG. X 180COMP.,Medicina veterinaria,Dermatología,Producto,No,,1,180 comp,6400.00,0.00,6400.00,274
2,,PYO DERM PLUS 500 MG. X 100 COMP.,Medicina veterinaria,Dermatología,Producto,No,,2,100 comp,15400.00,0.00,15400.00,275
2,,KUALCOHEPAT 20KG X 100 COMP. (10BL),Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,2,,14960.00,0.00,14960.00,161
2,,NOGASTROL HOSPITALARIO X 50 COMP,Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,3,Blister,34574.00,0.00,34574.00,203
2,,PANTOVIER 10 MG X 100 COMP. HOSPITALARIO,Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,3,Blister,29295.00,0.00,29295.00,224
2,,PROTELIV GOTAS X 15 ML,Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,1,15 ml,15100.00,0.00,15100.00,272
2,,SUCRAVET SUSP. X 100 ML,Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,4,und,64195.00,0.00,64195.00,300
2,,UROVIER X 60 COMP,Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,1,Blister,8600.00,0.00,8600.00,316
2,,URSOMARINA 10 KG X 50 COMP,Medicina veterinaria,"Digestivo, hepático y urinario",Producto,No,,2,Blister,35700.00,0.00,35700.00,317
2,,ALGEN 60 MG. X 120 COMP,Medicina veterinaria,Dolor e inflamación,Producto,No,,1,Blister,7150.00,0.00,7150.00,9
2,,DEXAMETASONA LAMAR 0.5 MG X 100 COMP,Medicina veterinaria,Dolor e inflamación,Producto,No,,4,UND,11000.00,0.00,11000.00,81
2,,MELOXICAM DERMOVET 0.5 MG X 10 COMP,Medicina veterinaria,Dolor e inflamación,Producto,No,,1,,6800.00,0.00,6800.00,176
2,9501132017176,MELOXICAM JENNER 2MG X 100 COMP,Medicina veterinaria,Dolor e inflamación,Producto,No,,5,,32500.00,0.00,32500.00,177
2,,MELOXIVET GOTAS X 10 ML,Medicina veterinaria,Dolor e inflamación,Producto,No,,1,10 ml,23900.00,0.00,23900.00,178
2,,Prednisol gotas 10 mg,Medicina veterinaria,Dolor e inflamación,Producto,No,,1,gotas,21185.00,0.00,21185.00,265
2,,PREDNISOLONA PYO 20 MG X 100 COMP.,Medicina veterinaria,Dolor e inflamación,Producto,No,,2,100 comp,10300.00,0.00,10300.00,266
2,,TRAMAVIER 80 MG. X 120 COMP,Medicina veterinaria,Dolor e inflamación,Producto,No,,2,Blister,12967.50,0.00,12967.50,310
2,,T4 X 100 COMP,Medicina veterinaria,Endocrinología,Producto,No,,2,Blister,14535.00,0.00,14535.00,303
2,,Tubos,Medicina veterinaria,Insumos clínicos,Producto,Sí,Descripción insuficiente: confirmar tipo de tubo y uso.,3,,16414.00,0.00,16414.00,312
2,,COLLAR ISAB BLANCO NIKAN N 2,Medicina veterinaria,Insumos y recuperación,Producto,No,,2,und,11800.00,0.00,11800.00,60
2,,COLLAR ISAB BLANCO NIKAN N 3,Medicina veterinaria,Insumos y recuperación,Producto,No,,1,und,7350.00,0.00,7350.00,61
2,,COLLAR ISAB BLANCO NIKAN N 4,Medicina veterinaria,Insumos y recuperación,Producto,No,,1,und,9550.00,0.00,9550.00,62
2,,COLLAR ISAB NIKAN N 0,Medicina veterinaria,Insumos y recuperación,Producto,No,,1,und,3850.00,0.00,3850.00,63
2,,MALLAS POSQUIRURGICA ELASTIKAN TALLA 1,Medicina veterinaria,Insumos y recuperación,Producto,No,,1,UND,11000.00,0.00,11000.00,165
2,,MALLAS POSQUIRURGICA ELASTIKAN TALLA 2,Medicina veterinaria,Insumos y recuperación,Producto,No,,1,UND,13000.00,0.00,13000.00,166
2,,MALLAS POSQUIRURGICAS ELASTIKAN TALLA 3,Medicina veterinaria,Insumos y recuperación,Producto,No,,1,UND,15000.00,0.00,15000.00,167
2,,ACEDAN GOTAS X 10 ML,Medicina veterinaria,Neurología y comportamiento,Producto,No,,1,10 ml,6700.00,0.00,6700.00,7
2,,FENOBARBITAL P-100 X 30 C PALAT.,Medicina veterinaria,Neurología y comportamiento,Producto,No,,3,30 comp,28597.50,0.00,28597.50,120
2,,FENOBARBITAL P-G 40 MG. X 30 COMP.,Medicina veterinaria,Neurología y comportamiento,Producto,No,,3,30 comp,13113.00,0.00,13113.00,121
2,,OHM HOME PERROS COMPRIMIDOSX 21,Medicina veterinaria,Neurología y comportamiento,Producto,No,,1,21 Comp,19710.00,0.00,19710.00,206
2,,OHM JERINGA X 7G (PASTA P/GATOS),Medicina veterinaria,Neurología y comportamiento,Producto,No,,1,7 gr,17250.00,0.00,17250.00,207
2,50010219,SERENEX SPRAY CANINO 25 ML,Medicina veterinaria,Neurología y comportamiento,Producto,No,,1,,20200.00,0.00,20200.00,4
2,50010218,SERENEX SPRAY FELINO 25 ML,Medicina veterinaria,Neurología y comportamiento,Producto,No,,1,,20480.00,0.00,20480.00,5
2,,Ocuflox Colirio Gotas x 5 ML,Medicina veterinaria,Oftalmología,Producto,No,,1,5 ml,23130.00,0.00,23130.00,205
2,,SOFTAL COLIRIO GOT. X 10 ML,Medicina veterinaria,Oftalmología,Producto,No,,1,10 ml,9405.00,0.00,9405.00,296
2,,ARTRIN (PALATABLE) X 30 COMP.,Medicina veterinaria,Suplementos articulares,Producto,No,,5,30 comp,34425.00,0.00,34425.00,21
2,,ARTROFLEX X( 28 COMP) X BLISTER,Medicina veterinaria,Suplementos articulares,Producto,No,,1,BLISTER,77200.00,0.00,77200.00,22
2,,OL TRANS FLEX HOSPITALARIO X 70 CS,Medicina veterinaria,Suplementos articulares,Producto,No,,1,Blister,61400.00,0.00,61400.00,208
3,1062,BANDEJA CHICA,Accesorios,Accesorios sanitarios,Producto,No,,1,,4900.00,0.00,4900.00,26
3,,BANDEJA SANITARIA MEDIUM,Accesorios,Accesorios sanitarios,Producto,No,,2,,7800.00,0.00,7800.00,27
3,1063,BANDEJA SANITARIA MEDIUM,Accesorios,Accesorios sanitarios,Producto,No,,1,,3650.00,0.00,3650.00,28
3,GA5060,PALITA SANITARIA PROFUNDA PLASTICA,Accesorios,Accesorios sanitarios,Producto,No,,3,,8990.00,0.00,8990.00,223
3,SYT129,BOWL ACERO CUADRADO SMALL,Accesorios,Comederos y bebederos,Producto,No,,1,und,13050.00,0.00,13050.00,40
3,2060,Alicate Corta Uña Mini,Accesorios,Cuidado y grooming,Producto,No,,1,und,3920.00,0.00,3920.00,10
3,SD176,ALICATE GUILLOTINA,Accesorios,Cuidado y grooming,Producto,No,,1,und,8450.00,0.00,8450.00,11
3,MT003,CEPILLO A PAVOR COMUN,Accesorios,Cuidado y grooming,Producto,No,,1,und,11700.00,0.00,11700.00,49
3,SD047,FURMI PET BRUSH S/S,Accesorios,Cuidado y grooming,Producto,No,,1,,23000.00,0.00,23000.00,134
3,52,"Cama NORDICA tamaño ""L",Accesorios,Descanso,Producto,No,,2,und,190650.00,0.00,190650.00,43
3,50,"Cama NORDICA tamaño ""S""",Accesorios,Descanso,Producto,No,,3,und,138155.00,0.00,138155.00,44
3,COL01,Colchoneta Antidesgarro Talla 3 (M),Accesorios,Descanso,Producto,No,,1,und,44900.00,0.00,44900.00,59
3,5655,MOICES X 3 SAN ROQUE,Accesorios,Descanso,Producto,Sí,Se interpretó 'MOICES' como 'moisés/cama'; validar el nombre original.,1,,39000.00,0.00,39000.00,192
3,12570876,ANTEOJOS PARA MASCOTA,Accesorios,Indumentaria,Producto,No,,1,,6000.00,0.00,6000.00,13
3,150 L,CAMISA L,Accesorios,Indumentaria,Producto,No,,1,und,18350.00,0.00,18350.00,45
3,,ROPA 14456-10 M-L-XL-XXL ROPMPI,Accesorios,Indumentaria,Producto,No,,1,und,9550.00,0.00,9550.00,283
3,,ROPA Y-14996-15 S-M-L-XL ROPMPI,Accesorios,Indumentaria,Producto,No,,1,und,11600.00,0.00,11600.00,284
3,2142,JUGUETE BLISTER GATO,Accesorios,Juguetes,Producto,No,,1,,2700.00,0.00,2700.00,156
3,2031,JUGUETE PARA GATO BLISTER - RATA/PELOTA,Accesorios,Juguetes,Producto,No,,1,,2430.00,0.00,2430.00,157
3,COOL09,PELOTA CON PLUMAS CAJA EXHIBIDORA X16,Accesorios,Juguetes,Producto,No,,1,und,4000.00,0.00,4000.00,239
3,SYT118,PELUCHE PATO,Accesorios,Juguetes,Producto,No,,1,und,25000.00,0.00,25000.00,240
3,MID04,TIRADOR MOÑO,Accesorios,Juguetes,Producto,No,,1,und,10250.00,0.00,10250.00,304
3,COOL11,TORTUGA A CUERDA,Accesorios,Juguetes,Producto,No,,1,und,10200.00,0.00,10200.00,305
3,SD201,TUNEL PARA GATO 4 SALIDAS,Accesorios,Juguetes,Producto,No,,1,und,18180.00,0.00,18180.00,313
3,SYM025,VARITA MOTIVO BEBIDA,Accesorios,Juguetes,Producto,No,,1,und,9495.00,0.00,9495.00,323
3,SYM080,CORREA CON MANGO DE GOMA,Accesorios,Paseo,Producto,No,,2,UND,24450.00,0.00,24450.00,66
3,JY1008,Pechera con correa L,Accesorios,Paseo,Producto,No,,1,,14800.00,0.00,14800.00,231
3,PPDS,Pechera PET DOG S de 60cm a 75cm,Accesorios,Paseo,Producto,No,,1,,18600.00,0.00,18600.00,232
3,SD141,PORTABOLSA REDONDO,Accesorios,Paseo,Producto,No,,1,und,11100.00,0.00,11100.00,258
3,18,Pretal 30 mm,Accesorios,Paseo,Producto,No,,1,und,7400.00,0.00,7400.00,267
3,9501132017197,PRETAL ALUMA TALLA 1 Y 2,Accesorios,Paseo,Producto,No,,1,,12350.00,0.00,12350.00,268
3,SD145,REPUESTO BOLSA X 3 PCS (PACK X 24 UNIDADES),Accesorios,Paseo,Producto,No,,4,und,10000.00,0.00,10000.00,279
3,70312,Repuesto bolsitas para caca x 3,Accesorios,Paseo,Producto,No,,3,,7350.00,0.00,7350.00,280
4,,PAÑAL PAÑOS PET GRANDE 3 KG,Higiene y cuidado,Absorbentes y limpieza,Producto,No,,1,,4050.00,0.00,4050.00,225
4,,PAÑAL PAÑOS PET MEDIANO 2 KG,Higiene y cuidado,Absorbentes y limpieza,Producto,No,,1,,3645.00,0.00,3645.00,226
4,PPAMAX,PAÑOPET ALFOMBRA SANITARIA MAX 60X90 X10U,Higiene y cuidado,Absorbentes y limpieza,Producto,No,,2,,0.00,0.00,0.00,227
4,PPAMIN,PAÑOPET ALFOMBRA SANITARIA MINI 45X55 X10U,Higiene y cuidado,Absorbentes y limpieza,Producto,No,,6,,67275.00,0.00,67275.00,228
4,9501132017158,PAÑOS PET WASH PET 6 UNIDADES,Higiene y cuidado,Absorbentes y limpieza,Producto,No,,1,,7000.00,0.00,7000.00,229
4,9501132017157,PAÑOS TOALLAS HUMEDAS PH NEUTRO 30 UNIDADES,Higiene y cuidado,Absorbentes y limpieza,Producto,No,,2,,11600.00,0.00,11600.00,230
4,9501132017227,BENTONITA DE GATO REAL 5 KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,8,,48980.00,0.00,48980.00,37
4,PSA014,PIEDRA ABSORSOL BABY 6X 2 Kg,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,2,2 Kg,7900.00,0.00,7900.00,241
4,PSA019,PIEDRA ABSORSOL PERFUMADA LAVANDA 6X 3.6 Kg,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,6,"3,6 Kg",40740.00,0.00,40740.00,242
4,PSA020,PIEDRA ABSORSOL PERFUMADA LIMON 6X 3.6 Kg,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,5,"3,6 Kg",35000.00,0.00,35000.00,243
4,PSA022,PIEDRA ABSORSOL PERFUMADA VAINILLA 6X 3.6 Kg,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,4,"3,6 Kg",28000.00,0.00,28000.00,244
4,PSA017,PIEDRA ABSORSOL PREMIUM 6X 2 Kg,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,12,2 Kg,37280.00,0.00,37280.00,245
4,PSA018,"PIEDRA ABSORSOL PREMIUM 6X 3,6 Kg",Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,17,"3,6 Kg",85935.00,0.00,85935.00,246
4,9501132017205,PIEDRA GATO REAL 20 KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,,15000.00,0.00,15000.00,247
4,12570900,PIEDRA GATO REAL 2KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,,2500.00,0.00,2500.00,248
4,,PIEDRA SANITARIA GATTOS CLASICA 4 KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,4 KG,7200.00,0.00,7200.00,249
4,,PIEDRA SANITARIA GATTOS QUALITY 4 KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,4 KG,9000.00,0.00,9000.00,250
4,,POOPY PETS X 15 KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,15 Kg,15675.00,0.00,15675.00,257
4,PSR03,"RUBICAT CLASSIC LAVANDA X 5,3KG",Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,"5,3 Kg",9900.00,0.00,9900.00,285
4,PSR02,"RUBICAT CLASSIC X 5,3KG",Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,"5,3 Kg",10900.00,0.00,10900.00,286
4,9501132017228,SILICA CAT WAY LAVANDA 1.8 KG,Higiene y cuidado,Arena y sustrato sanitario,Producto,No,,1,,16000.00,0.00,16000.00,6
4,,BIO CLIN 250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,Sí,El nombre comercial no describe el uso; se infirió cuidado e higiene por la presentación.,1,250 gr,9855.00,0.00,9855.00,38
4,9501132017199,CREMA DE ORDEÑE NORT C/ALOE X 250 GR,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,,12300.00,0.00,12300.00,74
4,,DERMAPET FRAGANCE PUPPIES X 125 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,125 ml,17100.00,0.00,17100.00,77
4,50010215,DERMASTUDIO ECTOCARE NATURAL X 250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,,15200.00,0.00,15200.00,78
4,9501132017202,DERMOSEDAN DIG DE CLORHEX 4% SOL X 200ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,,15500.00,0.00,15500.00,79
4,,DERMOSEDAN SH. ALOE+AVENA X 200 GR.,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,200 gr,12160.00,0.00,12160.00,80
4,,FORMULA MC DONALD GEL SHAMPOO X 200 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,200 ml,25155.00,0.00,25155.00,129
4,12570836,FRAGANCIA MASKOTA FREE NATUR 50ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,,6100.00,0.00,6100.00,130
4,3019,OSS PRO COLOR 250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,,19800.00,0.00,19800.00,218
4,9501132017170,OSS. SH. MEDICADO X 250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,2,,19008.00,0.00,19008.00,219
4,,OSS. SH. PULGUICIDA Y GARRAP. X 250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,2,250 ML,20800.00,0.00,20800.00,220
4,,OSSPRET GROOMERS SH. BELLEZA EXPERT X250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,250 ML,9360.00,0.00,9360.00,221
4,,OSSPRET SHAMPU DOUBLE X 250 ML,Higiene y cuidado,Baño y cuidado de piel/pelo,Producto,No,,1,250 ML,9360.00,0.00,9360.00,222
4,,CLORHEX BIO CLIN GEL ANTIPLACA X 20 M,Higiene y cuidado,Cuidado dental,Producto,No,,2,Cja,36800.00,0.00,36800.00,53
4,SD180,SET DE CEPILLO DE DIENTES,Higiene y cuidado,Cuidado dental,Producto,No,,1,und,9550.00,0.00,9550.00,291
4,SD142,RODILLO SACAPELUSAS X 6 U CAJA EXHIBIDORA,Higiene y cuidado,Limpieza y cuidado cotidiano,Producto,No,,1,und,5600.00,0.00,5600.00,281
4,,VASO LIMPIA PATA 15X10CM DM-018,Higiene y cuidado,Limpieza y cuidado cotidiano,Producto,No,,1,und,7350.00,0.00,7350.00,324
5,,Consulta Veterinaria,Consulta veterinaria,Consulta y control,Servicio,No,,15,und,527000.00,0.00,527000.00,64
5,,control veterinario,Consulta veterinaria,Consulta y control,Servicio,No,,4,,66000.00,0.00,66000.00,65
5,,CHEQUEO GENERAL COMPLETO MAS PLAQUETA,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,3,und,84000.00,0.00,84000.00,50
5,,CITOLOGIA,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,1,und,22000.00,0.00,22000.00,52
5,,EHRLICHIA + ANAPLASMA+BABESIA + HEPATOZOON,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,1,UND,85000.00,0.00,85000.00,91
5,,HEMOGRAMA COMPLETO,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,1,,18000.00,0.00,18000.00,146
5,,ORINA COMPLETA,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,2,und,22200.00,0.00,22200.00,217
5,,T4 LIBRE,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,1,UND,37000.00,0.00,37000.00,302
5,,TSH,Consulta veterinaria,Diagnóstico y laboratorio,Servicio,No,,1,UND,62000.00,0.00,62000.00,311
5,,Vacuna Antirrabica Perros y Gatos,Consulta veterinaria,Vacunación,Servicio,No,,2,und,55000.00,0.00,55000.00,318
5,,Vacuna Quintuple,Consulta veterinaria,Vacunación,Servicio,No,,5,und,153500.00,0.00,153500.00,319
5,,Vacuna Septuple Perros,Consulta veterinaria,Vacunación,Servicio,No,,4,und,138200.00,0.00,138200.00,320
5,,Vacuna Tos de la Perrera,Consulta veterinaria,Vacunación,Servicio,No,,1,und,35000.00,0.00,35000.00,321
5,,Vacuna Virbac Feligen,Consulta veterinaria,Vacunación,Servicio,No,,3,und,102100.00,0.00,102100.00,322
6,,Baños Perros CHICO 5 Kg - 10 Kg,Peluquería canina,Baño,Servicio,No,,3,,75000.00,0.00,75000.00,29
6,,Baños Perros GRANDE 30 Kg - 40 Kg,Peluquería canina,Baño,Servicio,No,,5,,158400.00,0.00,158400.00,30
6,,Baños Perros MEDIANO 10 Kg - 20 Kg,Peluquería canina,Baño,Servicio,No,,8,,203840.00,0.00,203840.00,31
6,,Baños Perros MEDIANO Plus 20 Kg - 30 Kg,Peluquería canina,Baño,Servicio,No,,6,,171970.00,0.00,171970.00,32
6,,Baños Perros PL CHICO 5 Kg - 10 Kg,Peluquería canina,Baño,Servicio,No,,13,,334000.00,0.00,334000.00,33
6,,Baños Perros PL Gigantes + De 40 Kg,Peluquería canina,Baño,Servicio,No,,1,,50000.00,0.00,50000.00,34
6,,Baños Perros PL MEDIANO 10 Kg - 20 Kg,Peluquería canina,Baño,Servicio,No,,14,,446950.00,0.00,446950.00,35
6,,Baños Perros PL MEDIANO Plus 20 Kg - 30 Kg,Peluquería canina,Baño,Servicio,No,,2,,76000.00,0.00,76000.00,36
6,,Corte y Baño Perros CHICO 5 Kg - 10 Kg,Peluquería canina,Corte y baño,Servicio,No,,20,,746320.00,0.00,746320.00,68
6,,Corte y Baño Perros GRANDES 30 Kg - 40 Kg,Peluquería canina,Corte y baño,Servicio,No,,1,,48000.00,0.00,48000.00,69
6,,Corte y Baño Perros MEDIANO 10 Kg - 20 Kg,Peluquería canina,Corte y baño,Servicio,No,,3,,126000.00,0.00,126000.00,70
6,,Corte y Baño Perros MEDIANO Plus 20 Kg - 30 Kg,Peluquería canina,Corte y baño,Servicio,No,,2,,85050.00,0.00,85050.00,71
6,,Corte y Baño Perros MINI 0 Kg - 5 Kg,Peluquería canina,Corte y baño,Servicio,No,,1,,33000.00,0.00,33000.00,72
6,,Corte de Uñas,Peluquería canina,Servicios complementarios,Servicio,No,,1,,8000.00,0.00,8000.00,67
6,,HIDRATACION DE PATITAS,Peluquería canina,Servicios complementarios,Servicio,No,,2,,5000.00,0.00,5000.00,148
6,,Aplicación Perros Chicos,Peluquería canina,Tratamientos complementarios,Servicio,Sí,El concepto no indica qué producto o tratamiento se aplica; validar con el cliente.,9,und,79000.00,0.00,79000.00,14
6,,Aplicación Perros Grandes,Peluquería canina,Tratamientos complementarios,Servicio,Sí,El concepto no indica qué producto o tratamiento se aplica; validar con el cliente.,6,und,61425.00,0.00,61425.00,15
6,,Aplicación Perros Medianos,Peluquería canina,Tratamientos complementarios,Servicio,Sí,El concepto no indica qué producto o tratamiento se aplica; validar con el cliente.,1,und,12000.00,0.00,12000.00,16
